"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"V749N4K7","journalArticle","2007","Montes, L. R.; Alonso, A.; Goñi, F. M.; Bagatolli, L. A.","Giant unilamellar vesicles electroformed from native membranes and organic lipid mixtures under physiological conditions","Biophys J","","0006-3495","10.1529/biophysj.107.116228","http://www.ncbi.nlm.nih.gov/pubmed/17704162","","2007","2017-05-05 17:11:03","2017-06-21 01:24:07","","3548-54","","10","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6E4KZ988","journalArticle","2007","Daniels, G.","Functions of red cell surface proteins","Vox Sang","","0042-9007","VOX970 [pii] 10.1111/j.1423-0410.2007.00970.x","http://www.ncbi.nlm.nih.gov/pubmed/18070278","","2007","2017-05-05 17:10:55","2017-06-21 01:24:05","","331-40","","4","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THF6RRRI","journalArticle","1998","Brown, D A; London, E","Functions of lipid rafts in biological membranes","Rev Cell Develop Biol","","1081-0706","","http://www.ncbi.nlm.nih.gov/pubmed/9891780","","1998","2017-05-05 17:10:54","2017-06-21 01:24:03","","111-136","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JDVCBXIV","journalArticle","1997","Simons, K; Ikonen, E","Functional rafts in cell membranes","Nature","","0028-0836","","","","1997","2017-05-05 17:11:06","2017-06-21 01:24:01","","569-572","","6633","387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVC8XHWM","journalArticle","2008","Kamata, K.; Manno, S.; Ozaki, M.; Takakuwa, Y.","Functional evidence for presence of lipid rafts in erythrocyte membranes: Gsalpha in rafts is essential for signal transduction","Am J Hematol","","1096-8652","10.1002/ajh.21126","http://www.ncbi.nlm.nih.gov/pubmed/18181202","","2008","2017-05-05 17:11:00","2017-06-21 01:23:58","","371-5","","5","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PURB8NXX","journalArticle","2010","Fan, J; Sammalkorpi, M; Haataja, M","Formation and regulation of lipid microdomains in cell membranes: theory, modeling, and speculation","FEBS Lett","","1873-3468","S0014-5793(09)00839-4 [pii] 10.1016/j.febslet.2009.10.051","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=19854186","","2010","2017-05-05 17:10:58","2017-06-21 01:23:56","","1678-84","","9","584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XI3JPQB","journalArticle","1969","Reeves, J. P.; Dowben, R. M.","Formation and properties of thin-walled phospholipid vesicles","J Cell Physiol","","0021-9541","10.1002/jcp.1040730108","http://www.ncbi.nlm.nih.gov/pubmed/5765779","","1969","2017-05-05 17:11:05","2017-06-21 01:23:54","","49-60","","1","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HN363BD5","journalArticle","2010","Sowmiya, M; Tiwari, AK; Saha, SK","Fluorescent probe studies of micropolarity, premicellar and micellar aggregation of non-ionic Brij surfactants.","J Colloid Interface Sci","","1095-7103","S0021-9797(09)01558-6 [pii] 10.1016/j.jcis.2009.12.021","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=20089255","","2010","2017-05-05 17:11:07","2017-06-21 01:23:53","","97-104","","1","344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B26XPVRK","journalArticle","2012","Juhasz, J.; Davis, J. H.; Sharom, F. J.","Fluorescent probe partitioning in GUVs of binary phospholipid mixtures: implications for interpreting phase behavior","Biochim Biophys Acta","","0006-3002","10.1016/j.bbamem.2011.09.006","http://www.ncbi.nlm.nih.gov/pubmed/21945563","","2012","2017-05-05 17:11:00","2017-06-21 01:23:51","","19-26","","1","1818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWVANCC8","journalArticle","2010","Juhasz, J.; Davis, J. H.; Sharom, F. J.","Fluorescent probe partitioning in giant unilamellar vesicles of 'lipid raft' mixtures","Biochem J","","1470-8728","10.1042/BJ20100516","http://www.ncbi.nlm.nih.gov/pubmed/20642452","","2010","2017-05-05 17:11:00","2017-06-21 01:23:48","","415-23","","3","430","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SDI72T2","journalArticle","2003","Ridyard, MS; Robbins, SM","Fibroblast growth factor-2-induced signaling through lipid raft-associated fibroblast growth factor receptor substrate 2 (FRS2)","Journal of Biological Chemistry","","0021-9258","DOI 10.1074/jbc.M210245200","","","2003","2017-05-05 17:11:05","2017-06-21 01:23:45","","13803-13809","","16","278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2U6E64UE","journalArticle","2008","Rodi, P. M.; Trucco, V. M.; Gennaro, A. M.","Factors determining detergent resistance of erythrocyte membranes.","Biophys Chem","","0301-4622","S0301-4622(08)00051-3 [pii] 10.1016/j.bpc.2008.02.015","http://www.ncbi.nlm.nih.gov/pubmed/18394774","","2008","2017-05-05 17:11:05","2017-06-21 01:23:39","","14-8","","1-3","135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNN8Z82U","journalArticle","2010","Basu, Sumanta; Banerjee, Debasis; Chandra, Sarmila; Chakrabarti, Abhijit","Eryptosis in hereditary spherocytosis and thalassemia: role of glycoconjugates","Glycoconjugate Journal","","0282-0080, 1573-4986","10.1007/s10719-009-9257-6","https://link.springer.com/article/10.1007/s10719-009-9257-6","The present work is aimed to study the mechanism of faster erythrocyte clearance in hereditary spherocytosis (HS), a heterogeneous disorders characterized by alterations in the proteins of the red cell membrane skeleton along with different kinds of thalassemia. The maximum exposure of phosphatidylserine (PS) is found in HS compared to those in both α- and β-thalassemia. Interestingly, in HS more PS exposed cells were found in younger erythrocytes compared to normal and the thalassemics where aged cells showed higher loss of PS asymmetry. Loss of sialic acid and GlcNAc bearing glycoconjugates, presumably the glycophorins, was also found upon aging. The loss of PS asymmetry together with the cell surface glycoproteins mediated by membrane vesiculation, seemed to play key role in early clearance of erythrocytes from circulation following a mechanism similar to HbEβ-thalassemia.","2010-10-01","2017-06-13 13:06:57","2017-06-21 01:23:31","2017-06-13 13:06:57","717-722","","7-9","27","","Glycoconj J","Eryptosis in hereditary spherocytosis and thalassemia","","","","","","","en","","","","","link.springer.com","","","","; /Users/brunacasadei/Zotero/storage/UEH8PP25/10.html","http://www.ncbi.nlm.nih.gov/pubmed/19757027","","Acetylglucosamine; alpha-Thalassemia; Apoptosis; beta-Thalassemia; Erythrocyte Aging; Erythrocyte Membrane; Erythrocytes; Glycoconjugates; Humans; Phosphatidylserines; Sialic Acids; Spherocytosis, Hereditary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHCAHN6S","journalArticle","2016","da Silva, Camila Morais Gonçalves; Fraceto, Leonardo Fernandes; Franz-Montan, Michelle; Couto, Verônica Muniz; Casadei, Bruna Renata; Cereda, Cíntia Maria Saia; de Paula, Eneida","Development of egg PC/cholesterol/α-tocopherol liposomes with ionic gradients to deliver ropivacaine","Journal of Liposome Research","","1532-2394","10.3109/08982104.2015.1022555","","CONTEXT: Ropivacaine (RVC) is an aminoamide local anesthetic widely used in surgical procedures. Studies with RVC encapsulated in liposomes and complexed in cyclodextrins have shown good results, but in order to use RVC for lengthy procedures and during the postoperative period, a still more prolonged anesthetic effect is required. OBJECTIVE: This study therefore aimed to provide extended RVC release and increased upload using modified liposomes. MATERIALS AND METHODS: Three types of vesicles were studied: (i) large multilamellar vesicle (LMV), (ii) large multivesicular vesicle (LMVV) and (iii) large unilamellar vesicle (LUV), prepared with egg phosphatidylcholine/cholesterol/α-tocopherol (4:3:0.07 mol%) at pH 7.4. Ionic gradient liposomes (inside: pH 5.5, pH 5.5 + (NH4)2SO4 and pH 7.4 + (NH4)2SO4) were prepared and showed improved RVC loading, compared to conventional liposomes (inside: pH 7.4). RESULTS AND DISCUSSION: An high-performance liquid chromatography analytical method was validated for RVC quantification. The liposomes were characterized in terms of their size, zeta potential, polydispersion, morphology, RVC encapsulation efficiency (EE(%)) and in vitro RVC release. LMVV liposomes provided better performance than LMV or LUV. The best formulations were prepared using pH 5.5 (LMVV 5.5in) or pH 7.4 with 250 mM (NH4)2SO4 in the inner aqueous core (LMVV 7.4in + ammonium sulfate), enabling encapsulation of as much as 2% RVC, with high uptake (EE(%) ∼70%) and sustained release (∼25 h). CONCLUSION: The encapsulation of RVC in ionic gradient liposomes significantly extended the duration of release of the anesthetic, showing that this strategy could be a viable means of promoting longer-term anesthesia during surgical procedures and during the postoperative period.","2016","2017-04-04 14:29:05","2017-06-21 01:23:27","","1-10","","1","26","","J Liposome Res","","","","","","","","eng","","","","","PubMed","","PMID: 25811810","","; /Users/brunacasadei/Zotero/storage/9SGBKK64/08982104.2015.html","http://www.ncbi.nlm.nih.gov/pubmed/25811810","","alpha-Tocopherol; Amides; Cholesterol; Chromatography, High Pressure Liquid; Drug delivery; Drug Delivery Systems; Eggs; encapsulation efficiency; Ions; Liposomes; Phosphatidylcholines; sustained release","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HE86EEPR","webpage","","","Recommendations for splenectomy in hereditary hemolytic anemias. - PubMed - NCBI","","","","","https://www.ncbi.nlm.nih.gov/pubmed/28550188","","","2017-06-21 00:43:10","2017-06-21 00:43:10","2017-06-21 00:43:10","","","","","","","","","","","","","","","","","","","","","","","/Users/brunacasadei/Zotero/storage/ZCCF69WH/28550188.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUTMXFPP","journalArticle","2017","Narla, J.; Mohandas, N.","Red cell membrane disorders","International Journal of Laboratory Hematology","","1751-553X","10.1111/ijlh.12657","","Significant advances have been made in our understanding of the structural basis for altered cell function in various inherited red cell membrane disorders with reduced red cell survival and resulting hemolytic anemia. The current review summarizes these advances as they relate to defining the molecular and structural basis for disorders involving altered membrane structural organization (hereditary spherocytosis [HS] and hereditary elliptocytosis [HE]) and altered membrane transport function (hereditary overhydrated stomatocytosis and hereditary xerocytosis). Mutations in genes encoding membrane proteins that account for these distinct red cell phenotypes have been identified. These molecular insights have led to improved understanding of the structural basis for altered membrane function in these disorders. Weakening of vertical linkage between the lipid bilayer and spectrin-based membrane skeleton leads to membrane loss in HS. In contrast, weakening of lateral linkages among different skeletal proteins leads to membrane fragmentation and decreased surface area in HE. The degrees of membrane loss and resultant increases in cell sphericity determine the severity of anemia in these two disorders. Splenectomy leads to amelioration of anemia by increasing the circulatory red cell life span of spherocytic red cells that are normally sequestered by the spleen. Disordered membrane cation permeability and resultant increase or decrease in red cell volume account for altered cellular deformability of hereditary overhydrated stomatocytosis and hereditary xerocytosis, respectively. Importantly, splenectomy is not beneficial in these two membrane transport disorders and in fact contraindicated due to severe postsplenectomy thrombotic complications.","2017-05","2017-06-21 00:42:48","2017-06-21 00:42:48","","47-52","","","39 Suppl 1","","Int J Lab Hematol","","","","","","","","eng","","","","","PubMed","","PMID: 28447420","","","http://www.ncbi.nlm.nih.gov/pubmed/28447420","","hereditary elliptocytosis; hereditary spherocytosis; hereditary stomatocytosis; hereditary xerocytosis; red cell membrane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUXM8W4N","journalArticle","2017","Casadei, Bruna R.; Caritá, Amanda C.; Dutra, Valéria F.; de Paula, Eneida; Dimova, Rumiana; Figueiredo, Maria S.; Riske, Karin A.","Mechanical Properties of Model Erythrocytes Membranes from Healthy and Hereditary Spherocytosis Subjects","Biophysical Journal","","","","http://www.cell.com/biophysj/abstract/S0006-3495(16)33110-1","","2017","2017-06-21 00:39:57","2017-06-21 00:39:57","","383a","","3","112","","","","","","","","","","","","","","","Google Scholar","","","","/Users/brunacasadei/Zotero/storage/ZNU8TMKW/Casadei et al. - 2017 - Mechanical Properties of Model Erythrocytes Membra.pdf; /Users/brunacasadei/Zotero/storage/IBS5EGQN/400.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
